customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,risk_score,risk_tier,value_tier,business_segment,Churn_flag,churn_probability,ml_risk_tier,expected_revenue_at_risk,actual_revenue_at_risk
9787-XVQIU,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9177460568822773,Critical,69.10627808323548,75.3
8945-MUQUF,Male,No,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,49-72 mo,4.5,Medium,High Value,Medium Risk - Watch,1,0.3834616492507796,Medium,36.3521643489739,94.8
5656-MJEFC,Male,No,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,25-48 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.06265806458908113,Low,3.016985809964256,0.0
6082-OQFBA,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.06758378467101775,Low,1.3280213687854987,0.0
8051-HJRLT,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.9185971303502062,Critical,64.80702754620704,70.55
8974-OVACP,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.43373800917994904,Medium,8.739820884975973,0.0
4010-YLMVT,Female,No,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,49-72 mo,5.5,Medium,High Value,Medium Risk - Watch,0,0.5292631316905156,High,56.41944983820896,0.0
1379-FRVEB,Male,No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,13-24 mo,8.5,Critical,High Value,Critical - High Value at Risk,0,0.7608170165552931,Critical,69.23434850653167,0.0
8612-GXIDD,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,No,7-12 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.10387332199262554,Low,2.6383823786126888,0.0
6288-CHQJB,Female,No,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,49-72 mo,0.5,Low,Medium Value,Low Risk - Stable,0,0.03775403372604808,Low,2.6408946591370634,0.0
8160-HOWOX,Female,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,7-12 mo,9.0,Critical,Medium Value,Critical - At Risk,0,0.7515610962735805,Critical,50.24185928588885,0.0
3023-GFLBR,Female,No,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,1,0.5371722620481504,High,46.27739037544816,86.15
6648-INWPS,Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,No,13-24 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.21939938617463525,Low,4.4208976314189,0.0
4223-BKEOR,Female,No,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,13-24 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.14600559348043363,Low,9.468462737206119,0.0
4079-VTGLK,Male,Yes,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,No,25-48 mo,4.0,Medium,Medium Value,Medium Risk - Watch,0,0.3011373669896608,Medium,22.540131919176112,0.0
1763-WQFUK,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,No,0-6 mo,8.0,High,Medium Value,High Risk - Monitor Closely,0,0.6361866455148328,High,32.12742559849906,0.0
1391-UBDAR,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,No,7-12 mo,9.5,Critical,Medium Value,Critical - At Risk,0,0.7191695433439423,Critical,52.4274597097734,0.0
8894-JVDCV,Female,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.2877960738728306,Medium,33.11093829906916,0.0
2023-VQFDL,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,No,13-24 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.23038532515339413,Low,4.377321177914489,0.0
1345-GKDZZ,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,No,0-6 mo,6.0,High,Low Value,High Risk - Low Value,0,0.38041384894784797,Medium,7.437090746930428,0.0
2014-MKGMH,Female,No,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,No,25-48 mo,6.0,High,High Value,High Risk - Monitor Closely,0,0.592129701406065,High,59.86431281215317,0.0
5628-FCGYG,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No,13-24 mo,9.0,Critical,High Value,Critical - High Value at Risk,0,0.7690624466820336,Critical,64.67815176595902,0.0
2560-WBWXF,Male,No,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.030129750890948995,Low,0.7276334840164181,0.0
0248-IPDFW,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,0-6 mo,10.0,Critical,Low Value,Critical - At Risk,0,0.839606020060135,Critical,42.06426160501276,0.0
7978-DKUQH,Female,No,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,No,25-48 mo,8.0,High,Medium Value,High Risk - Monitor Closely,0,0.6556585968821272,High,48.91213132740669,0.0
4335-UPJSI,Female,No,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,No,13-24 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.0317770503632131,Low,0.6275967446734587,0.0
0524-IAVZO,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,25-48 mo,8.5,Critical,High Value,Critical - High Value at Risk,1,0.7331785235994137,Critical,62.32017450595016,85.0
2737-YNGYW,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.8918700486410763,Critical,71.84013241803869,80.55
1784-EZDKJ,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,No,49-72 mo,4.0,Medium,High Value,Medium Risk - Watch,0,0.4838622010960796,Medium,51.6764830770613,0.0
9297-FVVDH,Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,No,49-72 mo,1.5,Low,High Value,Low Risk - Stable,0,0.11130880446304352,Low,9.405593977127177,0.0
8007-YYPWD,Female,No,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,No,13-24 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.06238634503084921,Low,1.5627779430227726,0.0
7101-HRBLJ,Female,No,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No,49-72 mo,0.0,Low,Medium Value,Low Risk - Stable,0,0.045383841272267446,Low,3.7986275144887856,0.0
5159-YFPKQ,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,0-6 mo,10.5,Critical,Medium Value,Critical - At Risk,1,0.8959186638032374,Critical,67.91063471628539,75.8
6635-CPNUN,Male,No,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,No,25-48 mo,6.5,High,High Value,High Risk - Monitor Closely,0,0.5896243251966128,High,56.95770981399279,0.0
4021-RQSNY,Male,Yes,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes,25-48 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.8532106568004473,Critical,84.04124969484405,98.5
5453-YBTWV,Male,No,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No,49-72 mo,1.0,Low,High Value,Low Risk - Stable,0,0.07061891260687254,Low,7.139572064554814,0.0
5039-LZRQT,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.09180575368047818,Low,1.8544762243456592,0.0
2931-VUVJN,Female,Yes,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,No,49-72 mo,3.0,Medium,High Value,Medium Risk - Watch,0,0.2982176979085378,Medium,28.04737448829798,0.0
9061-TIHDA,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,13-24 mo,9.0,Critical,High Value,Critical - High Value at Risk,1,0.8847635812388274,Critical,84.2737311129983,95.25
8699-ASUFO,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,Yes,7-12 mo,9.0,Critical,Medium Value,Critical - At Risk,1,0.8062685428533094,Critical,59.986379588286226,74.4
6418-PIQSP,Female,No,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,No,49-72 mo,0.5,Low,Medium Value,Low Risk - Stable,0,0.04662255256090364,Low,3.776426757433195,0.0
8220-OCUFY,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,No,13-24 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.19137526331928728,Low,11.53035961498706,0.0
3995-WFCSM,Female,No,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,No,0-6 mo,9.5,Critical,Medium Value,Critical - At Risk,0,0.78978672294097,Critical,48.05852209095802,0.0
1895-QTKDO,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No,0-6 mo,9.0,Critical,Low Value,Critical - At Risk,0,0.6598952843393046,High,29.002397746712436,0.0
2038-OEQZH,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,No,0-6 mo,10.5,Critical,High Value,Critical - High Value at Risk,0,0.8841117195170437,Critical,76.0778134644416,0.0
1178-PZGAB,Female,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.0859832612412213,Low,1.7411610401347313,0.0
7927-AUXBZ,Female,No,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,Yes,25-48 mo,7.5,High,High Value,High Risk - Monitor Closely,1,0.5581455555389357,High,47.52609405414038,85.15
2626-VEEWG,Male,No,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.4,1284.2,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.019798237372156084,Low,0.384085805019828,0.0
2878-RMWXY,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.15381533540713593,Low,15.789144179542504,0.0
1657-DYMBM,Male,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1110.05,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.022316454421182415,Low,0.44409744298153003,0.0
7311-MQJCH,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.55,99.6,No,0-6 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.34190444154845046,Medium,6.684231832272206,0.0
7375-WMVMT,Male,Yes,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),95.5,6707.15,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.1342180709619281,Low,12.817825776864133,0.0
1136-XGEQU,Female,No,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.21364353462561386,Low,17.978103438745407,0.0
2530-FMFXO,Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.2,5873.75,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.3047031817132868,Medium,31.4453683528112,0.0
6844-DZKRF,Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),50.2,109.25,No,0-6 mo,8.0,High,Low Value,High Risk - Low Value,0,0.6743939073286788,High,33.854574147899676,0.0
4695-WJZUE,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.55,179.25,Yes,0-6 mo,10.5,Critical,High Value,Critical - High Value at Risk,1,0.9510456111279773,Critical,84.21508886538238,88.55
7619-ODSGN,Male,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.75,1338.15,Yes,13-24 mo,7.0,High,Medium Value,High Risk - Monitor Closely,1,0.3295759311234119,Medium,18.0442822290068,54.75
5970-GHJAW,Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,862.4,No,25-48 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.020793155319944117,Low,0.4148234486328851,0.0
8879-XUAHX,Male,No,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.25,8564.75,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.19044976232016955,Low,22.139784869719712,0.0
3689-MOZGR,Female,No,No,No,29,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.2,926.2,No,25-48 mo,6.5,High,Low Value,High Risk - Low Value,0,0.46131456799100723,Medium,14.393014521319426,0.0
4195-PNGZS,Male,No,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,1718.2,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.0198377055438561,Low,0.4850319005472816,0.0
5003-XZWWO,Male,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,49-72 mo,1.0,Low,High Value,Low Risk - Stable,0,0.06372064145721036,Low,5.3652780106971125,0.0
3988-RQIXO,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.3,91.3,Yes,0-6 mo,11.0,Critical,High Value,Critical - High Value at Risk,1,0.9526098912733749,Critical,86.97328307325913,91.3
7622-FWGEW,Male,Yes,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.65,4824.45,No,49-72 mo,0.0,Low,High Value,Low Risk - Stable,0,0.08423355017638404,Low,7.2146035726072935,0.0
6922-NCEDI,Male,No,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.2,1238.65,No,49-72 mo,1.0,Low,Low Value,Low Risk - Stable,0,0.05035442611019732,Low,1.0675138335361831,0.0
2514-GINMM,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,Yes,0-6 mo,11.0,Critical,Medium Value,Critical - At Risk,1,0.921899144789962,Critical,73.29098201080198,79.5
9891-NQDBD,Female,No,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.55,672.2,No,25-48 mo,1.5,Low,Low Value,Low Risk - Stable,0,0.08834119715201645,Low,2.2571175872340206,0.0
6131-IUNXN,Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,382.2,No,13-24 mo,4.0,Medium,Low Value,Medium Risk - Watch,0,0.14339002074594956,Low,2.896478419068181,0.0
8548-AWOFC,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,63.85,4264.6,No,49-72 mo,6.0,High,Medium Value,High Risk - Monitor Closely,0,0.2863143473640862,Medium,18.281171079196902,0.0
9798-DRYDS,Female,No,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,61.95,1070.7,No,13-24 mo,3.5,Medium,Medium Value,Medium Risk - Watch,0,0.22273920443884382,Low,13.798693714986376,0.0
8532-UEFWH,Male,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,No,49-72 mo,0.0,Low,Low Value,Low Risk - Stable,0,0.02601746153629481,Low,0.6699496345595913,0.0
6296-DDOOR,Female,No,No,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,58.2,1045.25,No,13-24 mo,5.5,Medium,Medium Value,Medium Risk - Watch,0,0.2819827156158968,Medium,16.411394048845192,0.0
7951-VRDVK,Female,No,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.85,3003.55,No,25-48 mo,1.5,Low,High Value,Low Risk - Stable,0,0.12646618634721063,Low,10.857122097908032,0.0
5931-FLJJF,Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,7-12 mo,9.0,Critical,Medium Value,Critical - At Risk,1,0.7560192698364536,Critical,52.99695081553539,70.1
4815-YOSUK,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,No,49-72 mo,2.0,Low,High Value,Low Risk - Stable,0,0.16977506394830127,Low,17.809404208176804,0.0
2659-VXMWZ,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,111.3,7482.1,Yes,49-72 mo,4.0,Medium,High Value,Medium Risk - Watch,1,0.3769152023389259,Medium,41.95066202032245,111.3
0380-NEAVX,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.85,3343.15,No,25-48 mo,5.5,Medium,High Value,Medium Risk - Watch,0,0.6243585025076072,High,62.34219647538457,0.0
3207-OYBWH,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,49-72 mo,6.0,High,High Value,High Risk - Monitor Closely,1,0.62108332943322,High,59.1581871285142,95.25
4285-GYRQC,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.1,Yes,7-12 mo,9.5,Critical,High Value,Critical - High Value at Risk,1,0.8311764734091867,Critical,71.68897083154235,86.25
7216-EWTRS,Female,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes,0-6 mo,10.5,Critical,High Value,Critical - High Value at Risk,1,0.9661518507426494,Critical,97.38810655485906,100.8
4365-MSDYN,Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55,161.15,No,7-12 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.3233782605949937,Medium,6.322044994632127,0.0
7036-TYDEC,Female,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.21850066169839819,Low,22.724068816633412,0.0
5802-ADBRC,Female,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,104.4,5232.9,No,49-72 mo,3.5,Medium,High Value,Medium Risk - Watch,0,0.3975904551685491,Medium,41.508443519596526,0.0
8076-FEZKJ,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,225.85,No,7-12 mo,3.0,Medium,Low Value,Medium Risk - Watch,0,0.12689324167100852,Low,2.474418212584666,0.0
5197-YPYBZ,Female,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,274.7,No,7-12 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.07595877535244336,Low,1.9179590776491948,0.0
8337-MSSXB,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.3,1180.95,Yes,13-24 mo,8.5,Critical,High Value,Critical - High Value at Risk,1,0.7205000929299364,Critical,62.17915801985351,86.3
4312-GVYNH,Female,No,Yes,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,3370.2,No,49-72 mo,0.5,Low,Low Value,Low Risk - Stable,0,0.058857652580904814,Low,2.934053981158105,0.0
8495-LJDFO,Female,Yes,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.95,7111.3,No,49-72 mo,4.5,Medium,High Value,Medium Risk - Watch,0,0.5624664117112089,High,61.28071555593621,0.0
0839-JTCUD,Female,No,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,No,49-72 mo,0.0,Low,High Value,Low Risk - Stable,0,0.045157362894143085,Low,4.059646924183464,0.0
5494-WOZRZ,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,No,49-72 mo,0.5,Low,Medium Value,Low Risk - Stable,0,0.050107160836762525,Low,4.108787188614527,0.0
1302-UHBDD,Male,Yes,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,13-24 mo,9.0,Critical,High Value,Critical - High Value at Risk,0,0.7849694476882314,Critical,70.60800181955642,0.0
2234-EOFPT,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,No,49-72 mo,0.5,Low,Medium Value,Low Risk - Stable,0,0.04762232321539534,Low,3.77883134714162,0.0
8619-IJNDK,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,No,49-72 mo,0.0,Low,Medium Value,Low Risk - Stable,0,0.01674843336121855,Low,1.0727371567860482,0.0
8378-LKJAF,Male,No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,No,25-48 mo,7.0,High,High Value,High Risk - Monitor Closely,0,0.6860610184304637,High,69.3950720142414,0.0
8182-BJDSI,Female,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,Yes,25-48 mo,8.0,High,High Value,High Risk - Monitor Closely,1,0.7203922222112196,Critical,64.7992803878992,89.95
2528-HFYZX,Male,Yes,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,Yes,13-24 mo,8.5,Critical,Medium Value,Critical - At Risk,1,0.7258326180280749,Critical,55.489903648246326,76.45
1153-GNOLC,Male,No,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,No,25-48 mo,5.0,Medium,Low Value,Medium Risk - Watch,0,0.3720745291996009,Medium,14.548114091704395,0.0
3298-QEICA,Female,No,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,No,13-24 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.05923520166112849,Low,2.0495379774750457,0.0
0788-DXBFY,Male,No,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,No,49-72 mo,2.0,Low,Low Value,Low Risk - Stable,0,0.0729295913575679,Low,1.4257735110404524,0.0
3597-YASZG,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,No,49-72 mo,2.5,Medium,High Value,Medium Risk - Watch,0,0.23193999056954906,Low,24.2261320149894,0.0
